11.5592777 48.1498601
11.5592759 48.1498586
11.5593701 48.1498804
11.5594677 48.149878
11.5594078 48.1498894
11.5593019 48.1498798
11.5593019 48.1498798
11.5592206 48.1498589
11.5592917 48.149833
11.5593245 48.1498784
11.5593272 48.1498823
11.5594266 48.1498905
11.5593971 48.149875
11.559518 48.1498972
11.5593109 48.1498428
11.5593108 48.1498757
11.5593394 48.1498568
11.5593225 48.1498371
11.5592854 48.1498738
11.5596447 48.1498805
11.5594032 48.1498931
11.5593814 48.1498659
11.5592936 48.1498724
11.5596966 48.1498567
11.5593089 48.1498738
11.5594541 48.1498295
11.559318 48.1498593
11.5596798 48.1498747
11.5593696 48.149879
11.559613 48.149875
11.5596733 48.1498721
11.5592954 48.1498573
11.5596533 48.1498373
11.559462 48.1498817
11.5591775 48.1497895
11.5597434 48.1498893
11.5592743 48.1498329
11.5593024 48.1498364
11.5592956 48.1498757
11.5593315 48.1498678
11.5593901 48.1498915
11.5593647 48.1498823
11.5592286 48.1498064
11.5593011 48.1498333
11.5592786 48.1498385
11.5593228 48.1498346
11.5592746 48.1498406
11.5593749 48.1498359
11.5593661 48.149836
11.5593856 48.1498356
11.5594034 48.1498227
11.559317 48.1498331
11.5593611 48.1498586
11.5594756 48.1498805
11.5593094 48.1498757
11.5594322 48.1498614
11.5592621 48.1498402
11.5592309 48.1498337
11.5593169 48.1498322
11.559226 48.1498239
11.5593109 48.149849
11.5592477 48.1498278
11.5591703 48.1497836
11.5592375 48.149844
11.5593199 48.1498254
11.559284 48.1498384
11.559202 48.149813
11.5592442 48.1498282
11.5592499 48.1498186
11.559244 48.1498204
11.559237 48.1498175
11.5591647 48.1498009
11.5592013 48.1498098
11.5592048 48.1498012
11.5592152 48.1498179
11.5592343 48.149824
11.5591965 48.149805
11.5592174 48.1498056
11.5592146 48.1498111
11.5591994 48.1498009
11.5592168 48.1498183
11.5592003 48.149799
11.5592036 48.1497946
11.5592225 48.1498155
11.5592079 48.1498196
11.5592264 48.1498084
11.5592363 48.1498221
11.5592224 48.1498192
11.5592028 48.1498064
11.5592262 48.1498306
11.5592477 48.1498278
11.5592373 48.149838
11.5592271 48.1498316
11.5592223 48.1498269
11.5592797 48.1498397
11.559283 48.1498371
11.559287 48.1498309
11.5592276 48.1498158
11.5592358 48.149823
11.5591998 48.1497935
11.5592237 48.1498067
11.5592233 48.1498109
11.5592057 48.1498047
11.5593876 48.1498272
11.5592398 48.1498092
11.5592343 48.1498356
11.5592259 48.1498103
11.5592488 48.1498176
11.5592146 48.1498114
11.5592114 48.1497802
11.559278 48.1498232
11.5592691 48.1498374
11.5592572 48.1498329
11.5592433 48.1498239
11.5592329 48.1498147
11.5592199 48.1498234
11.5592309 48.1498172
11.5592494 48.1498255
11.5586769 48.149913
11.5586769 48.149913
11.5591957 48.1497899
11.5592206 48.149813
11.5591934 48.1498056
11.5591952 48.1498207
11.5592092 48.1498172
11.5592057 48.1498017
11.5592241 48.1498142
11.559195 48.1498189
11.5592177 48.1498305
11.5592149 48.1498216
11.55925 48.1498262
11.5592456 48.1498242
11.5591691 48.1497872
11.5592271 48.1498179
11.5592272 48.1498252
11.5592448 48.1498202
11.5592282 48.1497997
11.5592098 48.1498109
11.5592191 48.149812
11.5592 48.1498053
11.5592412 48.1498181
11.5591968 48.149797
11.559218 48.1497864
11.5592143 48.1498148
11.559227 48.1498108
11.5592123 48.1498116
11.5592368 48.1498113
11.5592269 48.1498076
11.5592416 48.1498167
11.5591965 48.1498064
11.5592335 48.1498173
11.5592276 48.1498088
11.5591966 48.1497885
11.5592592 48.1498206
11.559234 48.1498188
11.5592462 48.1498249
11.559077 48.1497203
11.5591991 48.1498063
11.5591614 48.1497419
11.5590528 48.1497429
11.5592405 48.1498367
11.5592527 48.1498184
11.5592375 48.1498123
11.5592124 48.149821
11.5592458 48.1498309
11.5592112 48.1498152
11.5592428 48.1498116
11.5592725 48.1498352
11.5592474 48.1498036
11.5592731 48.1498279
11.5592857 48.1498226
11.5592352 48.1498203
11.5592135 48.1498081
11.5592813 48.1498303
11.5592187 48.1498204
11.5592183 48.1498261
11.5592379 48.1498389
11.5592379 48.1498389
11.5592108 48.1498298
11.5592301 48.1498155
11.5592298 48.1498124
11.5592515 48.1498195
11.5592127 48.1498047
11.5592092 48.1497951
11.5592149 48.1498123
11.5592624 48.1498233
11.5592468 48.149803
11.5592138 48.149807
11.5592285 48.1498081
11.559212 48.1498113
11.5592764 48.1498371
11.5592388 48.1498155
11.5591888 48.1497811
11.5588633 48.1496942
11.5597368 48.1499353
11.559246 48.1498092
11.5592102 48.1498236
11.5592607 48.1498256
11.5591838 48.1500115
11.5606733 48.1497776
11.5606733 48.1497776
11.5618645 48.1493452
11.5618645 48.1493452
11.5618645 48.1493452
11.5634826 48.1488419
11.5634826 48.1488419
11.5636072 48.1499246
11.5636072 48.1499246
11.5647314 48.1503553
11.5647314 48.1503553
11.5646609 48.1503035
11.5646609 48.1503035
11.5646609 48.1503035
11.5643478 48.1504091
11.5643478 48.1504091
11.5647283 48.150275
11.5647283 48.150275
11.5637921 48.1504995
11.5637921 48.1504995
11.5637632 48.1504928
11.5637632 48.1504928
11.5637101 48.1504659
11.5637101 48.1504659
11.5631217 48.1491702
11.5631217 48.1491702
11.5625805 48.149114
11.5625805 48.149114
11.5618776 48.1493394
11.5618776 48.1493394
11.5601805 48.1498611
11.5601805 48.1498611
11.5592184 48.1498301
11.5592208 48.149823
11.5592364 48.1498213
11.5592231 48.1498164
11.5592962 48.1498268
11.5592542 48.1498205
11.5592209 48.1498232
11.5592236 48.1498252
11.5592675 48.1498254
11.5592623 48.149816
11.5592744 48.1498289
11.5592701 48.1498317
11.5592478 48.1498261
11.5592732 48.1498325
11.5592095 48.1498023
11.5592286 48.1498112
11.5592045 48.1498093
11.5593108 48.1498313
11.5592761 48.1498504
11.5592438 48.1498115
11.5592554 48.1498204
11.5592349 48.1498344
11.5592224 48.1498192
11.5592739 48.1498289
11.5592386 48.149827
11.5592362 48.1498118
11.5592212 48.1498287
11.5592813 48.1498262
11.5592503 48.1498214
11.559225 48.1498249
11.5592455 48.14982
11.5592617 48.1498317
11.5592627 48.1498291
11.5592396 48.1498158
11.5592613 48.1498344
11.5592669 48.1498312
11.5592427 48.1498262
11.559241 48.1498199
11.5592271 48.1498174
11.5592096 48.1498025
11.5592102 48.1498056
11.5592193 48.1498028
11.5592256 48.14981
11.5591795 48.1497719
11.559219 48.1498088
11.5592064 48.1497944
11.5592223 48.1498182
11.5592027 48.1498113
11.5592346 48.1498018
11.5592175 48.1498101
11.559212 48.1498164
11.5592366 48.1498119
11.5592352 48.149811
11.5592341 48.1498008
11.5592203 48.1498014
11.5592388 48.14981
11.5592757 48.1498683
11.55925 48.149824
11.559236 48.1498335
11.5592248 48.1498334
11.5592529 48.1498267
11.5592545 48.1498386
11.5592545 48.1498202
11.5592631 48.1498224
11.5592994 48.1498418
11.5592897 48.1498327
11.5593025 48.1498405
11.5593036 48.149837
11.5592545 48.1498334
11.5592186 48.1498104
11.5592544 48.14983
11.5592559 48.1498272
11.5592158 48.1498084
11.5592612 48.149826
11.5592512 48.1498161
11.559251 48.1498161
11.5592963 48.1498202
11.5592109 48.1498003
11.5592206 48.149816
11.5592449 48.1498198
